Split,Expert_Human_Tutor,Label
train,"Using the distributive property, 3 × 4 + 3 × 2 equals 12 + 6, which is 18.",1
train,"Round 52 to 50 and 39 to 40, then add for an approximate answer.",1
train,This similar equation will give you more confidence in solving for x.,1
train,"Actually, 4 times 6 equals 24, not 26.",1
train,"6 squared, or 6 times 6, equals 36.",1
train,"If you have 7 pencils and add 5 more, you’d have a total of 12 pencils.",1
train,"Great try! That is the answer, but what expression gives us 32?",1
train,That’s right! 25 is correct.,1
train,"Hmm, not quite. Do you know when we're supposed to round up and when we're supposed to round down?",1
train,"Well done, 1/4 is correct.",1
train,"A sequence follows a rule, like adding or multiplying to get each successive number.",1
train,10 minus 3 leaves you with 7 apples. This is a subtraction example.,1
train,"Great try! an exponent of 5 means that you will multiply the base number by itself that many times. So, 10 to the exponent 5 would be 10x10x10x10x10",1
train,Close! You do not need to subtract 1 from the hundreds place value.,1
train,Look for the largest number that divides both 15 and 35 evenly.,1
train,"First, find 10% of 80 by dividing by 10. Then multiply that result by 3 to get 30%.",1
train,"I think I see what you were thinking, but can you show me where you got the 3 digit from?",1
train,It looks like you solved 87-75,1
train,"2 to the power of 3 means 2 multiplied by itself three times: 2 x 2 x 2, which equals 8.",1
train,"Start by finding 10% of 150, then divide that in half to get 5%.",1
train,This similar percentage problem helps reinforce your understanding of calculating percentages.,1
train,Great try! Why did you choose rhombus?,1
train,"Subtracting means taking away. When you take away less than you have, it leaves a smaller amount.",1
train,"The square root of 64 is actually 8, not 7.",1
train,"Subtracting 2 from -7 gives -9, as you’re moving further left on the number line.",1
train,"First, find 1/10 by dividing by 10, then multiply by 9 to get 9/10.",1
train,"Hmm, not quite. What makes you say acute?",1
train,"The first three multiples of 4 are 4, 8, and 12.",1
train,Great try! Try to think of each bag of crayons as a group. How many crayons would there be total if there were 3 bags of 4 crayons?,1
train,This similar fraction problem will help you practice your understanding of proportions.,1
train,"Nice job, 15 is correct.",1
train,Great try! The only time you will get the same number from subtraction is when you subtract by 0. Try starting at 12 on the number line and moving to the left 1,1
train,That is incorrect. The sides are straight.,1
train,Add up all four sides: 4 + 6 + 4 + 6 to get a perimeter of 20 cm.,1
train,Great job! 20 is the correct answer.,1
train,Think of it as 10 × 5 + 1 × 5. Add those two parts for the answer.,1
train,"Hey, you got it, well done!",1
train,Perfect answer! 16 cm² is correct.,1
train,"9 squared is 9 × 9, which equals 81, not 72.",1
train,Close! You gave the digit in the ones place. What would the tens place be?,1
train,"What is the (x,y) pair you are graphing on the grid?",1
train,These shapes do not have rotational symmetry. Let's talk about why not.,1
train,Nicely done! 24 is correct.,1
train,"Actually, 5 squared is indeed 25. Great job!",1
train,"That's incorrect. When we round to the nearest hundred, we first look at the number in the tens place. In the number, 228, what number is in the tens place?",1
train,Good job! 5 is the correct answer.,1
train,Almost! It looks like the short hand is pointing somewhere in between the 7 and the 8.,1
train,"The perimeter is calculated as 2 × (length + width), so 2 × (5 + 3) equals 16, not 15.",1
train,Great try! Remember when finding volume you need to multiply length times width times height,1
train,"100 minus 35 is 65, not 55. Give it another try!",1
train,That is not correct. Percent change formula is the new price minus the original price. Then divide that value by the original price. What is the new price?,1
train,Solving a similar equation will reinforce your algebra skills.,1
train,"Actually, 10% of 200 is 20, not 30. Let’s give it another go!",1
train,You are correct that you find area by multiplying length and width. But what is the value of the length?,1
train,Great thinking! 27 is correct.,1
train,"Find the greatest common factor, which is 6. Then divide both by 6 to simplify.",1
train,Good! Solving this similar problem will help reinforce the addition concept.,1
train,"The ratio is 2:3, showing there are 2 red balls for every 3 blue ones.",1
train,You're very close. Your dollar amount is correct. Could you double check the cents?,1
train,"One way is to add 45 and 10 first, then add the remaining 7. Breaking it down makes it simpler.",1
train,A full circle has 360 degrees. We measure each angle as a portion of that.,1
train,"Good answer, 5 is right.",1
train,"Use the distributive property: think of 9 as 10 - 1, so (10 × 8) - (1 × 8).",1
train,"Hmm, what makes you say rectangle?",1
train,Nice job! 9 is spot-on.,1
train,"Look for the greatest common factor. In this case, divide both by 10.",1
train,"Yes, 7 is an odd number because it doesn’t divide evenly by 2.",1
train,Working through a similar fraction problem will reinforce your skills.,1
train,"Perfect answer, 27 is correct!",1
train,"Great! Your answer is close, but not quite written in the correct format. Do you mean to say one fourth?",1
train,"Ah, let's take a closer look. Do they all have 90 degree angles?",1
train,What place is the 4 in if the number is 34572?,1
train,"Hm, not quite. We want to compare which is bigger between 5.7 and 5.10",1
train,"A good strategy is to find the greatest common divisor of both numbers. In this case, divide both by 4.",1
train,Working on a similar equation will help reinforce your solving skills.,1
train,This similar fraction problem helps reinforce understanding of working with three-fourths.,1
train,Close. We don't need to subtract 1 from the hundreds place.,1
train,What is 4 times 4?,1
train,B is very close to the right answer. Can you double check your work?,1
train,I would like for you to recalculate your answer. Use your calculator to double check your work.,1
train,This is another division problem that follows the same pattern.,1
