ID,Split,Lesson_Topic,History,,Peda_Strategies,Label
294928358,train,3.3F.Understanding Equivalent Fractions,"||| student: ohhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh  now i get it ||| teacher: Based on these models, 1/4 = 2/8. ||| teacher: Do you understand what I did? ||| student: seeeeee ||| ",Great - let's try another problem. Can you reduce 3/15 to an equivalent fraction?,provide_similar_problem,1
2856205121,test,3.6B.Quadrilaterals,||| teacher: Plus one point for you. ||| teacher: Here is your next problem. ||| teacher: Is that your final answer? ||| student: 1 an 3 ||| ,Great try! What makes those trapezoids?,ask_question,1
428966827,train,3.6B.Quadrilaterals,"||| student: 4 ||| teacher: In geometry a quadrilateral is a four-sided polygon, having four edges and four corners ||| teacher: In the question data,""Becky is building a new playground. She draws a blueprint for the playground, shown below. What shape is the playground?"" ||| student: like that ||| ",Can you explain what you mean?,ask_question,1
2912595974,train,Not Available,"teacher: Hi! ||| student: Hey! ||| teacher: How's your day going? ||| student: Having fun, but have a bit of a headache How about you? ||| teacher: I'm good! Just getting ready to watch a basketball game. Hope your headache goes away! ||| student: Haha, thanks! Never get them, so it's super weird Who's playing? ||| teacher: Hmm, try taking some <REDACTED_TERM>! I'm going to see the Warriors vs. the Grizzlies. Ever see them play? ||| student: I haven't Honestly I probably wouldn't be able to identify which sport they played ||| teacher: Haha, all the animal names confuse me as well! Who came up with these naming conventions? I'd name my team something more original: The New York Chairs! ||| student: lol, sounds better to me :) I'm actually at the <REDACTED_TERM> opening remarks ||| teacher: Oh cool! What is ""NeurIPS""? ||| student: Neural Information Processing Systems",Oh wow! Sounds fancy! What is that about?,None,0
7609006754,train,Not Available,"teacher: Hi! ||| student: Hello. How's your week coming along? ||| teacher: It's great, thanks. I'm trying to learn how to make croissants. ||| student: Wow that's interesting. I have baked cookies, but croissants seem much more sophisticated. Did you make any progress? ||| teacher: I've done them once or twice so far, but they haven't been flakey enough. I'm trying to figure out why. What kind of cookies have you made? ||| student: Mint chocolate chips. I think your croissants not being flakey could have something to do with your oven's temperature.","Ah, good thought, thanks!",None,0
9286731803,val,Not Available,"teacher: Hi! ||| student: hello, who am I having the pleasure to chat with 🙂 ||| teacher: I am the superman! What about you? ||| student: haha. great chating with superman, what is your power? ||| teacher: Being invisible. You won't see me. ||| student: haha. what else can you do? can you read minds? ||| teacher: I would rather trust fMRI and machine learning to do this. I am not an expert on that. Sorry for it! ||| student: wow that seems pretty technical. what does fMRI mean? ||| teacher: The brain imaging thing that can tell you a brain's activity at a pretty high resolution. ||| student: okay! so you seem to like science a lot?",I believe in Science! Science is my god!,None,0
6301010687,train,Not Available,teacher: Hi! ||| student: Hello! ||| teacher: Have you had lunch yet? ||| student: Yes I've eaten ||| teacher: Cool. Where and what did you eat? ||| student: I ate about an hour ago and had a sandwich the rain didn't make me want to travel far haha,"A sandwich for lunch? Was it filling. I'm currently having some mix of shrimp, fish, chicken and pork. I'm considering going vegetarian though. Lol.",None,0
9487608269,val,Not Available,"teacher: Hi! ||| student: Hi, how are you? ||| teacher: I'm doing great. what are you up to? ||| student: I was just reading a book actually How about you? ||| teacher: oh, I'm enjoying a sip of coffee, looking over the ocean. what book are you reading? ||| student: I'm reading Why We Sleep It's a book by a sleep scientist about the benefits of sleeping/cons of not sleeping enough I'm trying to scare myself into sleeping more haha ||| teacher: that seems like a good book. does it have good tips on how to sleep better? ||| student: I think so! I haven't finished it yet though Understanding sleep better has been helping me value it more and I've been sleeping a lot earlier Have you read any good books recently? ||| teacher: I read lots of papers, but do poorly on books 😞 a recent book that I like is Zero to One by Peter Thiel ||| student: What's the book about? ||| teacher: it's about startups, lots of useful principles and philosophies for innovation, like being a contrarian ||| student: Cool! Are you thinking about starting a startup? ||| teacher: I might in the future. the philosophy in the book also help for other things as well, e.g., in research, you might also want to be contrarian ||| student: I see; seems like an interesting read! 🙂 ||| teacher: yup! ||| student: Hi! How are you doing today? ||| teacher: I'm doing great how are you?? ||| student: I'm doing good. Just having some morning tea",are you a tea person or do you like coffee too?,None,0
4237171324,train,Not Available,teacher: Hi! ||| student: Hi. This is a pleasant surprise. ||| teacher: Haha...thanks! how did you like the gift? ||| student: Currently unpacking it I guess. How's your morning? ||| teacher: Hope you like it! Morning is good. Busy finishing up stuff before the holidays. ||| student: I think I traveled too much the last couple of months so no holiday for me. But I'm okay with that. Going anywhere exciting? ||| teacher: Yes ||| student: Where to?,Hawaii... looking forward to warm beaches.,None,0
5376236520,train,Not Available,"teacher: Hi! ||| student: Hey, how are you? ||| teacher: doing great! what are you looking forward to? ||| student: thanksgiving holidays 🙂",yay! Turkey and shopping!,None,0
3978683297,train,Not Available,teacher: Hi! ||| student: Hello! ||| teacher: There is sports tournament (badminton + tennis + basketball) organized by google next week. Would you like to volunteer for these events? ||| student: what does a volunteer do?,"Volunteers have to book the place before the event, send out details of the event to participants, handle some logistics and ensure everything goes smoothly. It will be fun!",None,0
620681565,test,4.4A.Subtracting Multi-Digit Numbers,||| teacher: Keep up the good work. ||| student: is right ||| teacher: Is this your final answer? ||| student: yes ||| ,"Sorry, there must be a mistake somewhere. Can you show your work for the subtraction on the whiteboard?",ask_question,1
2291822351,test,Not Available,teacher: Hi! ||| student: Hey sup,not much. any plans this weekend?,None,0
6377147120,train,4.6B.Symmetry,"||| teacher: Okay, [STUDENT]. ||| student: k ||| teacher: How do we know that all sides are the same length? ||| student: count ||| ","Ok, what are we counting?",explain_concept,1
292812844,train,3.4B.Rounding Whole Numbers,||| teacher: There comes our first I Do Question. ||| teacher: Read the question carefully. ||| teacher: What number is in the hundreds place? ||| student: the 8 ||| ,Great try! In 728 the 8 is in the ones place.,provide_hint,1
411058961,train,3.6C.Area with side lengths,||| student: yey ||| teacher: That's good. ||| teacher: What would be the final answer? ||| student: 60 ||| ,Great try! How do you find area?,ask_question,1
29508939,test,6.8B.Areas by Decomposition (Review) - 1,||| teacher: Now let us focus on our session. ||| student: ok ||| teacher: What is the formula for the area of a rectangle? ||| student: 30 ||| ,"Hm, not quite. Could you let me know how you got 30?",provide_correction,1
7559298266,train,Not Available,teacher: Hi! ||| student: Hi! How's your day going?,I'm doing well. having many meetings today 🙂,None,0
297994157,train,3.6B.Quadrilaterals,||| teacher: Let us focus into the topic. ||| student: ok ||| teacher: Which types of quadrilaterals could the pool not be because it only has 1 pair of parallel sides? ||| student: cube ||| ,"Great try! You are on the right track. A cube is a 3 dimensional object, but we want a quadrilateral (with only 4 sides)",explain_concept,1
1205987248,train,Not Available,"teacher: Hi! ||| student: hi, what's up! ||| teacher: Everything is good. There's so much to be thankful for - especially coming out of Thanksgiving holidays. How are you? ||| student: I'm doing well. holiday season is the best thing to have! ||| teacher: Do you have interesting plans? ||| student: yea I'm travelling to Vancouver this weekend. what about you? 🙂 ||| teacher: Nice! What for? It's a really beautiful place. Really cold this time of year though. ||| student: ah a mix of both conference and sight-seeing 🙂 anything beautiful sight-seeing places or good food I should try? ||| teacher: Cool. Which conference? I saw on Twitter the other day, some people saying they were denied visas for some conference in Canada. Perhaps it's the same one. I really liked this place called Kingyo. It has good Japanese food if you're into that. ||| student: yea it's <REDACTED_TERM>, the largest machine learning conference. I'll check out Kingyo, do we need to make reservation in advance? ||| teacher: I don't recall. My friend was hosting me and did all the leg work. Do you know any people in the area? ||| student: hmm not the local people but there will be tons of people at the conference 🙂",You attend these often?,None,0
